inventory_id,availability,purchase
370,0,2009-03-22
371,1,1981-06-22
372,1,1975-08-13
373,1,1982-06-22
374,1,1969-11-06
375,0,1996-10-25
376,1,2015-12-07
377,1,2013-07-04
378,0,1992-09-10
379,0,1967-09-25
380,1,2022-09-15
381,0,1981-09-09
382,1,1984-03-22
383,0,1966-09-16
384,0,1970-12-22
385,1,2007-09-05
386,0,1972-06-30
387,1,1994-11-24
388,1,1967-08-13
389,1,1993-03-03
390,1,1993-11-04
391,1,2003-06-04
392,0,1966-06-01
393,1,1970-09-19
394,1,2022-10-27
395,1,1968-05-10
396,1,1996-01-24
397,1,2007-08-26
398,0,1966-08-27
399,1,1978-05-15
400,1,2021-07-23
401,0,1982-02-16
402,0,1987-07-12
403,1,2000-07-04
404,0,2000-12-29
405,0,2012-01-26
406,0,1978-09-19
407,1,2010-05-06
408,1,2013-06-24
409,1,2000-09-25
410,1,2010-02-08
411,1,1986-05-15
412,1,2020-12-27
413,1,2003-10-11
414,1,1982-10-31
415,0,1981-05-16
416,0,1985-01-08
417,1,1978-01-12
418,0,1965-12-09
419,1,1984-11-03
420,0,1993-09-08
421,1,2018-11-04
422,0,2009-12-20
423,1,1988-02-20
424,1,1978-01-11
425,0,1963-12-15
426,0,2012-03-03
427,0,2016-12-31
428,0,2008-08-17
429,0,1975-07-05
430,0,1969-10-16
431,1,1963-04-08
432,1,2013-01-23
433,1,1978-08-05
434,1,1977-03-31
435,0,1983-12-27
436,1,1995-05-03
437,1,1970-09-10
438,0,2000-01-08
439,1,1969-03-05
440,1,2021-05-28
441,1,1989-06-21
442,1,1961-04-21
443,1,1976-03-26
444,1,1982-04-01
445,0,1995-08-04
446,0,2001-01-09
447,1,2012-10-07
448,1,2012-01-16
449,0,1996-05-19
450,0,1977-01-23
451,0,1975-02-04
452,0,2000-06-01
453,1,1986-06-16
454,1,1972-11-26
455,0,2014-08-16
456,1,1998-03-09
457,1,1985-02-08
458,1,1978-10-27
459,0,1999-09-14
460,0,1991-03-12
461,1,1974-01-19
462,1,1961-05-12
463,1,1994-02-24
464,1,1969-11-29
465,0,1981-10-06
466,1,1977-04-28
467,1,2002-10-13
468,0,1984-12-13
469,0,1990-06-02
470,0,1981-10-07
471,0,1994-09-19
472,1,2020-06-28
473,0,2011-04-28
474,0,2003-07-18
475,1,2004-05-28
476,1,1990-05-28
477,1,2016-05-22
478,0,1983-12-06
479,0,2017-12-14
480,0,2011-08-24
481,0,2021-06-25
482,0,1965-10-07
483,1,2000-12-12
484,0,1974-09-26
485,0,1964-12-01
486,1,1975-03-10
487,1,1993-05-31
488,1,2011-06-02
489,1,1999-03-12
490,1,2002-04-28
491,1,1989-04-14
492,1,1982-08-17
493,0,1982-02-17
494,1,2003-03-27
495,0,1979-06-29
496,0,1994-11-10
497,1,2000-10-14
498,0,2016-07-10
499,1,1985-08-17
500,0,1964-09-04
501,0,1996-02-24
502,0,1977-12-10
503,1,1967-04-15
504,0,1994-10-06
505,1,2009-12-24
506,1,2018-08-27
507,1,1998-12-13
508,0,1987-10-26
509,1,1975-04-10
510,0,1965-05-09
511,0,2002-03-24
512,0,1981-11-22
513,0,1981-08-28
514,1,1967-02-20
515,1,1973-11-07
516,1,1976-12-24
517,0,1976-03-04
518,0,2016-02-18
519,1,2016-12-15
520,0,2009-10-10
521,0,2005-01-02
522,1,1993-02-03
523,1,2009-07-07
524,1,2014-08-04
525,0,2001-03-04
526,0,1985-10-04
527,0,1970-06-16
528,0,2006-09-06
529,0,1997-04-17
530,0,1979-08-15
531,1,2002-09-03
532,0,1986-07-03
533,1,1985-04-11
534,0,1968-05-03
535,0,2021-09-04
536,0,1983-07-31
537,0,2021-09-23
538,0,1992-02-02
539,1,1978-06-17
540,0,2010-11-16
541,0,2011-04-02
542,0,2015-04-03
543,1,2012-05-01
544,1,2005-08-27
545,1,1992-05-01
546,0,1994-09-02
547,1,1972-01-23
548,0,1996-03-03
549,0,1985-08-30
550,1,2008-03-19
551,1,1984-06-29
552,1,2014-08-16
553,1,1972-10-30
554,1,2013-11-02
555,1,1987-05-21
556,1,1998-04-06
557,0,1986-04-24
558,0,2017-07-18
559,0,2019-02-22
560,1,1971-03-01
561,0,2011-04-27
562,0,1977-10-05
563,0,2014-01-31
564,0,1966-09-13
565,1,1997-09-24
566,0,1999-12-08
567,0,2018-08-30
568,0,1970-11-24
569,1,1975-12-25
570,0,2013-10-30
571,1,1994-03-11
572,1,1972-08-27
573,1,2000-12-02
574,1,1966-09-08
575,0,1982-02-17
576,1,2014-09-22
577,0,1997-12-28
578,1,2012-08-04
579,1,1967-06-26
580,1,1988-07-25
581,0,2011-07-06
582,1,1968-10-01
583,1,2007-02-07
584,1,1963-09-04
585,1,2014-06-27
586,0,1965-12-24
587,0,1962-02-24
588,1,2018-08-08
589,1,1972-09-28
590,1,2015-08-16
591,1,2009-11-25
592,1,2008-08-21
593,0,1969-03-11
594,0,1999-03-05
595,1,1986-03-06
596,1,1977-10-19
597,1,2013-03-25
598,0,1998-04-21
599,1,1968-09-19
600,1,1973-02-09
601,0,2021-03-15
602,0,1967-11-11
603,1,1971-03-31
604,0,1999-12-03
605,0,2013-07-12
606,1,1998-01-14
607,1,1964-06-19
608,0,1976-09-08
609,1,1987-11-09
610,0,1985-01-24
611,1,1993-03-01
612,0,1989-05-21
613,0,1990-08-17
614,0,2021-01-30
615,1,1999-06-22
616,1,1972-05-27
617,0,2006-03-26
618,1,2012-08-18
619,0,1976-05-11
620,0,1965-04-25
621,0,2022-12-13
622,0,1998-04-20
623,1,2021-09-30
624,0,2005-04-28
625,0,1998-07-10
626,1,1963-09-03
627,1,2002-08-14
628,0,1972-03-15
629,1,2009-01-02
630,0,1965-01-05
631,0,1979-11-04
632,0,1987-06-24
633,1,2023-04-02
634,0,1983-07-12
635,1,2021-12-20
636,0,1968-07-21
637,1,2005-09-24
638,0,1980-10-25
639,1,2023-09-05
640,1,1979-03-05
641,0,1980-05-26
642,0,1967-07-21
643,1,1985-08-12
644,0,1974-02-08
645,0,2009-03-04
646,1,2016-12-12
647,1,2005-05-19
648,1,1987-03-20
649,0,2006-08-22
650,0,1974-11-02
651,0,1971-01-31
652,0,1993-09-03
653,0,2007-07-08
654,1,1996-07-29
655,0,2004-07-12
656,0,1962-11-09
657,0,2010-11-20
658,0,2016-11-02
659,0,1998-12-28
660,0,1973-03-10
661,1,2013-12-23
662,1,1961-02-19
663,0,2001-10-19
664,1,1979-09-26
665,1,2001-02-23
666,0,1974-01-04
667,1,2002-09-07
668,1,1992-02-08
669,0,1984-05-01
670,1,1980-07-20
671,1,1998-03-08
672,0,2008-08-25
673,0,2016-10-21
674,1,1988-09-08
675,1,1993-06-30
676,0,1990-04-19
677,1,1986-11-17
678,1,1994-05-18
679,1,1985-06-04
680,1,1969-11-14
681,1,1973-01-29
682,1,1987-12-25
683,0,2007-04-05
684,0,1973-09-01
685,1,1962-10-23
686,1,1987-08-12
687,1,2021-10-24
688,1,1965-07-04
689,0,2009-12-21
690,0,1970-10-16
691,1,1985-02-14
692,0,1991-01-07
693,1,2010-10-21
694,1,1989-05-24
695,0,1966-11-30
696,1,2004-03-11
697,0,1976-10-17
698,0,1981-03-18
699,1,2006-03-01
700,0,2005-09-17
701,1,1991-01-27
702,0,1965-12-22
703,1,1987-07-12
704,0,2004-08-08
705,0,1976-02-11
706,0,2002-12-29
707,1,2000-09-20
708,0,2000-11-29
709,1,1970-02-16
710,0,1999-03-22
711,1,1973-06-14
712,0,2001-01-06
713,1,1963-05-31
714,1,1982-05-23
715,1,1995-02-17
716,0,1980-05-31
717,1,1963-03-17
718,0,1985-09-30
719,0,1992-03-13
720,0,2018-04-26
721,1,1975-11-08
722,0,2005-07-13
723,1,1985-12-06
724,0,1989-01-25
725,1,1965-01-22
726,0,2023-03-08
727,0,1999-06-03
728,0,1987-04-26
729,1,1995-11-15
730,1,1969-08-27
731,0,1971-08-11
732,1,1962-05-20
733,0,1999-07-22
734,1,1963-12-01
735,0,1975-03-31
736,0,2018-05-04
737,1,1987-03-06
738,1,1967-04-23
739,0,1985-11-01
740,0,2008-11-15
741,1,1969-05-31
742,1,1962-06-05
743,1,1961-08-31
744,1,1962-11-10
745,1,2018-06-02
746,1,2008-02-14
747,0,1965-05-07
748,0,1998-11-24
749,1,2006-09-10
750,0,1985-07-14
751,0,1989-09-15
752,0,2003-05-17
753,0,1991-12-02
754,0,2021-08-17
755,0,1978-02-23
756,1,1987-12-26
757,0,1989-03-03
758,1,1963-05-11
759,1,2012-06-21
760,1,1994-07-25
761,1,1964-02-20
762,1,1964-02-23
763,0,1985-04-04
764,1,2010-05-14
765,0,2022-04-14
766,1,1985-08-10
767,1,1994-07-03
768,0,1963-10-02
769,0,1961-11-01
770,1,1988-07-01
771,0,1995-01-19
772,1,1982-07-14
773,0,1981-02-10
774,0,2005-03-28
775,0,1972-02-26
776,1,2005-04-16
777,1,1971-11-17
778,1,2005-10-16
779,1,2023-05-19
780,1,1999-10-17
781,1,1994-08-24
782,1,1973-03-28
783,1,2000-08-20
784,1,2018-02-13
785,1,2011-12-30
786,0,2019-11-17
787,1,1970-04-14
788,0,1970-10-31
789,0,1982-06-28
790,1,1976-04-29
791,1,1972-12-09
792,1,2014-04-16
793,1,1977-01-16
794,0,1974-05-05
795,0,1992-08-14
796,0,1990-01-22
797,0,2016-11-10
798,0,2014-01-09
799,1,1968-06-27
800,1,1965-04-12
801,0,2002-06-19
802,1,1968-09-24
803,0,2000-03-09
804,0,1970-04-05
805,0,1961-10-19
806,0,2018-04-21
807,0,2011-12-07
808,0,2023-06-28
809,0,1971-07-09
810,1,1994-09-30
811,1,1972-10-20
812,1,1968-08-02
813,0,2018-03-23
814,1,2004-10-04
815,1,1966-08-30
816,1,1996-05-04
817,0,2018-04-29
818,1,2010-03-29
819,0,1977-02-27
820,0,1969-04-23
821,1,1981-04-04
822,0,2015-01-21
823,0,2003-02-03
824,0,2012-11-30
825,0,1977-12-26
826,0,1964-11-23
827,0,1977-10-31
828,0,2002-11-22
829,1,2017-07-06
830,1,1995-12-10
831,1,2007-01-28
832,1,1978-08-29
833,1,1996-01-20
834,0,1962-05-17
835,0,1997-11-17
836,0,1982-10-29
837,0,1984-03-20
838,1,2011-09-26
839,0,1967-06-05
840,0,2010-06-23
841,0,2004-11-04
842,1,1963-04-10
843,0,2009-10-19
844,1,2006-10-23
845,0,1973-09-26
846,1,1968-09-09
847,1,1975-04-12
848,1,1979-02-17
849,0,2004-03-23
850,0,1988-02-12
851,0,1981-05-29
852,1,1989-12-03
853,0,1971-05-06
854,1,2020-09-10
855,0,1980-10-21
856,1,2005-12-31
857,1,1973-11-24
858,0,1988-06-22
859,0,2015-02-19
860,0,2009-12-25
861,0,2018-07-22
862,1,2019-06-20
863,1,2015-02-09
864,0,1974-10-12
865,0,2011-08-18
866,1,2014-03-02
867,0,2006-02-18
868,0,2006-10-19
869,1,1998-05-04
870,0,2021-07-21
871,0,1986-07-21
872,0,1996-06-09
873,1,1981-04-04
874,1,1967-08-27
875,1,2015-02-05
876,1,1988-09-19
877,1,1997-04-27
878,0,2007-11-07
879,0,1989-12-04
880,0,2004-09-04
881,0,1984-01-10
882,0,1981-04-28
883,0,2013-02-09
884,0,2009-11-24
885,0,2009-07-23
886,1,2007-09-22
887,1,1976-06-24
888,1,2020-12-31
889,0,1973-05-29
890,0,1990-08-21
891,0,2018-08-06
892,1,2014-03-22
893,0,1992-06-22
894,0,1962-06-12
895,0,1987-02-28
896,1,1968-01-31
897,1,2003-11-15
898,1,1974-01-27
899,0,1990-02-11
900,1,1974-03-05
901,1,1973-01-14
902,1,2008-09-12
903,1,2005-12-02
904,1,2022-08-31
905,0,1996-07-15
906,1,1993-09-08
907,0,1996-04-11
908,1,1992-10-15
909,0,2022-07-23
910,0,1963-11-22
911,0,1983-07-19
912,1,1989-08-15
913,0,2019-08-29
914,0,2004-03-02
915,1,1964-10-05
916,1,1965-11-17
917,0,1985-11-04
918,0,1990-04-13
919,1,2007-11-16
920,1,1974-11-12
921,1,1978-10-29
922,0,1991-11-05
923,0,1999-12-14
924,0,1972-11-04
925,0,1961-10-17
926,0,1964-01-30
927,1,2001-03-28
928,0,1992-04-28
929,0,2021-02-18
930,0,1963-04-19
931,0,1964-06-17
932,0,1995-05-30
933,0,1990-04-10
934,0,1995-10-13
935,1,1970-02-04
936,0,2002-06-14
937,0,1982-06-30
938,1,1966-04-17
939,0,2013-04-06
940,0,2002-07-04
941,1,2022-11-26
942,1,2016-01-23
943,1,1992-07-23
944,1,2015-06-08
945,1,1989-02-13
946,0,1967-05-27
947,1,1979-05-08
948,0,1997-02-25
949,0,1980-10-11
950,1,1965-11-20
951,0,1969-03-03
952,0,1961-05-01
953,1,1992-02-05
954,0,2011-12-17
955,0,1986-01-17
956,0,1981-01-25
957,0,1975-10-08
958,0,2009-04-17
959,0,1989-10-17
960,1,1964-03-06
961,0,2007-01-05
962,1,2020-04-12
963,0,2011-03-06
964,1,2004-03-01
965,0,1968-09-22
966,0,1977-06-14
967,0,1967-11-13
968,0,1990-11-30
969,1,2019-12-15
970,0,1962-08-04
971,1,1969-07-03
972,1,1997-07-26
973,0,1998-08-16
974,1,2001-01-22
975,0,1985-11-27
976,1,1989-04-23
977,1,2009-07-12
978,0,2005-12-10
979,0,2017-08-09
980,1,1985-11-27
981,1,2016-08-26
982,1,1984-07-20
983,1,2002-10-09
984,1,2007-02-09
985,1,2014-03-05
986,1,1983-05-15
987,1,2012-12-11
988,1,1991-08-16
989,1,1970-11-16
990,0,1988-03-19
991,1,1971-10-19
992,0,2003-01-23
993,1,1975-08-25
994,0,2023-07-27
995,1,2000-08-09
996,1,1992-01-05
997,0,2005-03-02
998,0,2021-10-07
999,1,1974-08-11
1000,0,1976-03-09
